,Date,Close,Vector,Pattern
91,2011-01-19 16:00:00,117.32,-0.9958,0
92,2011-01-20 16:00:00,117.18,-0.1193,0
93,2011-01-21 16:00:00,117.44,0.2219,0
94,2011-01-24 16:00:00,118.16,0.6131,0
95,2011-01-25 16:00:00,118.12,-0.0339,0
96,2011-01-26 16:00:00,118.74,0.5249,0
97,2011-01-27 16:00:00,118.9,0.1347,0
98,2011-01-28 16:00:00,116.8,-1.7662,0
99,2011-01-31 16:00:00,117.7,0.7705,0
100,2011-02-01 16:00:00,119.54,1.5633,0
101,2011-02-02 16:00:00,119.34,-0.1673,0
102,2011-02-03 16:00:00,119.64,0.2514,0
103,2011-02-04 16:00:00,119.96,0.2675,0
104,2011-02-07 16:00:00,120.72,0.6335,0
105,2011-02-08 16:00:00,121.28,0.4639,0
106,2011-02-09 16:00:00,120.98,-0.2474,0
107,2011-02-10 16:00:00,121.02,0.0331,0
108,2011-02-11 16:00:00,121.78,0.628,0
109,2011-02-14 16:00:00,122.08,0.2463,0
110,2011-02-15 16:00:00,121.65,-0.3522,0
111,2011-02-16 16:00:00,122.42,0.633,0
112,2011-02-17 16:00:00,122.88,0.3758,0
113,2011-02-18 16:00:00,123.08,0.1628,0
114,2011-02-22 16:00:00,120.56,-2.0474,0
115,2011-02-23 16:00:00,119.88,-0.564,0
116,2011-02-24 16:00:00,119.76,-0.1001,0
117,2011-02-25 16:00:00,121.06,1.0855,0
118,2011-02-28 16:00:00,121.78,0.5947,0
119,2011-03-01 16:00:00,119.7,-1.708,0
120,2011-03-02 16:00:00,120.04,0.284,0
121,2011-03-03 16:00:00,122.1,1.7161,0
122,2011-03-04 16:00:00,121.2,-0.7371,0
123,2011-03-07 16:00:00,120.14,-0.8746,0
124,2011-03-08 16:00:00,121.26,0.9322,0
125,2011-03-09 16:00:00,121.12,-0.1155,0
126,2011-03-10 16:00:00,118.9,-1.8329,0
127,2011-03-11 16:00:00,119.7,0.6728,0
128,2011-03-14 16:00:00,119.0,-0.5848,0
129,2011-03-15 16:00:00,117.68,-1.1092,0
130,2011-03-16 16:00:00,115.44,-1.9035,0
131,2011-03-17 16:00:00,116.88,1.2474,0
132,2011-03-18 16:00:00,117.38,0.4278,0
133,2011-03-21 16:00:00,119.16,1.5164,0
134,2011-03-22 16:00:00,118.74,-0.3525,0
135,2011-03-23 16:00:00,119.12,0.32,0
136,2011-03-24 16:00:00,120.23,0.9318,0
137,2011-03-25 16:00:00,120.06,-0.1414,0
138,2011-03-28 16:00:00,119.8,-0.2166,0
139,2011-03-29 16:00:00,120.58,0.6511,0
140,2011-03-30 16:00:00,121.4,0.68,0
141,2011-03-31 16:00:00,121.24,-0.1318,0
142,2011-04-01 16:00:00,121.8,0.4619,0
143,2011-04-04 16:00:00,121.86,0.0493,0
144,2011-04-05 16:00:00,121.86,0.0,0
145,2011-04-06 16:00:00,122.22,0.2954,0
146,2011-04-07 16:00:00,122.0,-0.18,0
147,2011-04-08 16:00:00,121.54,-0.377,0
148,2011-04-11 16:00:00,121.13,-0.3373,0
149,2011-04-12 16:00:00,120.24,-0.7347,0
150,2011-04-13 16:00:00,120.28,0.0333,6
151,2011-04-14 16:00:00,120.3,0.0166,0
152,2011-04-15 16:00:00,120.72,0.3491,0
153,2011-04-18 16:00:00,119.4,-1.0934,0
154,2011-04-19 16:00:00,120.14,0.6198,0
155,2011-04-20 16:00:00,121.76,1.3484,0
156,2011-04-21 16:00:00,122.3,0.4435,0
157,2011-04-25 16:00:00,122.18,-0.0981,0
158,2011-04-26 16:00:00,123.25,0.8758,0
159,2011-04-27 16:00:00,124.04,0.641,0
160,2011-04-28 16:00:00,124.44,0.3225,0
161,2011-04-29 16:00:00,124.8,0.2893,0
162,2011-05-02 16:00:00,124.52,-0.2244,0
163,2011-05-03 16:00:00,124.12,-0.3212,0
164,2011-05-04 16:00:00,123.28,-0.6768,0
165,2011-05-05 16:00:00,122.2,-0.8761,0
166,2011-05-06 16:00:00,122.78,0.4746,6
167,2011-05-09 16:00:00,123.28,0.4072,0
168,2011-05-10 16:00:00,124.29,0.8193,0
169,2011-05-11 16:00:00,122.98,-1.054,0
170,2011-05-12 16:00:00,123.64,0.5367,0
171,2011-05-13 16:00:00,122.57,-0.8654,0
172,2011-05-16 16:00:00,121.8,-0.6282,0
173,2011-05-17 16:00:00,121.78,-0.0164,0
174,2011-05-18 16:00:00,122.92,0.9361,0
175,2011-05-19 16:00:00,123.08,0.1302,0
176,2011-05-20 16:00:00,122.25,-0.6744,0
177,2011-05-23 16:00:00,120.8,-1.1861,0
178,2011-05-24 16:00:00,120.7,-0.0828,0
179,2011-05-25 16:00:00,121.1,0.3314,0
180,2011-05-26 16:00:00,121.58,0.3964,0
181,2011-05-27 16:00:00,122.11,0.4359,0
182,2011-05-31 16:00:00,123.34,1.0073,0
183,2011-06-01 16:00:00,120.6,-2.2215,0
184,2011-06-02 16:00:00,120.46,-0.1161,0
185,2011-06-03 16:00:00,119.3,-0.963,0
186,2011-06-06 16:00:00,118.04,-1.0562,0
187,2011-06-07 16:00:00,117.88,-0.1355,0
188,2011-06-08 16:00:00,117.4,-0.4072,0
189,2011-06-09 16:00:00,118.3,0.7666,5
190,2011-06-10 16:00:00,116.64,-1.4032,0
191,2011-06-13 16:00:00,116.72,0.0686,0
192,2011-06-14 16:00:00,118.22,1.2851,0
193,2011-06-15 16:00:00,116.16,-1.7425,0
194,2011-06-16 16:00:00,116.38,0.1894,0
195,2011-06-17 16:00:00,116.7,0.275,0
196,2011-06-20 16:00:00,117.36,0.5656,0
197,2011-06-21 16:00:00,118.96,1.3633,0
198,2011-06-22 16:00:00,118.26,-0.5884,0
199,2011-06-23 16:00:00,117.86,-0.3382,0
200,2011-06-24 16:00:00,116.0,-1.5781,0
201,2011-06-27 16:00:00,116.98,0.8448,0
202,2011-06-28 16:00:00,118.48,1.2823,0
203,2011-06-29 16:00:00,119.54,0.8947,0
204,2011-06-30 16:00:00,120.68,0.9537,0
205,2011-07-01 16:00:00,122.5,1.5081,0
206,2011-07-05 16:00:00,122.3,-0.1633,0
207,2011-07-06 16:00:00,122.48,0.1472,0
208,2011-07-07 16:00:00,123.82,1.0941,0
209,2011-07-08 16:00:00,122.98,-0.6784,0
210,2011-07-11 16:00:00,120.7,-1.854,0
211,2011-07-12 16:00:00,120.16,-0.4474,0
212,2011-07-13 16:00:00,120.58,0.3495,0
213,2011-07-14 16:00:00,119.8,-0.6469,0
214,2011-07-15 16:00:00,120.46,0.5509,0
215,2011-07-18 16:00:00,119.44,-0.8468,0
216,2011-07-19 16:00:00,121.38,1.6242,0
217,2011-07-20 16:00:00,121.38,0.0,0
218,2011-07-21 16:00:00,123.0,1.3347,0
219,2011-07-22 16:00:00,123.1,0.0813,0
220,2011-07-25 16:00:00,122.4,-0.5686,0
221,2011-07-26 16:00:00,121.88,-0.4248,0
222,2011-07-27 16:00:00,119.46,-1.9856,0
223,2011-07-28 16:00:00,119.12,-0.2846,0
224,2011-07-29 16:00:00,118.2,-0.7723,0
225,2011-08-01 16:00:00,117.78,-0.3553,0
226,2011-08-02 16:00:00,114.84,-2.4962,0
227,2011-08-03 16:00:00,115.42,0.5051,5
228,2011-08-04 16:00:00,110.02,-4.6786,0
229,2011-08-05 16:00:00,109.78,-0.2181,0
230,2011-08-08 16:00:00,102.74,-6.4128,0
231,2011-08-09 16:00:00,107.34,4.4773,0
232,2011-08-10 16:00:00,102.68,-4.3413,0
233,2011-08-11 16:00:00,107.18,4.3825,0
234,2011-08-12 16:00:00,108.04,0.8024,0
235,2011-08-15 16:00:00,110.26,2.0548,0
236,2011-08-16 16:00:00,109.32,-0.8525,0
237,2011-08-17 16:00:00,109.44,0.1098,0
238,2011-08-18 16:00:00,104.9,-4.1484,0
239,2011-08-19 16:00:00,102.9,-1.9066,0
240,2011-08-22 16:00:00,102.98,0.0777,0
241,2011-08-23 16:00:00,106.54,3.457,0
242,2011-08-24 16:00:00,108.0,1.3704,0
243,2011-08-25 16:00:00,106.38,-1.5,0
244,2011-08-26 16:00:00,107.78,1.316,0
245,2011-08-29 16:00:00,110.92,2.9133,0
246,2011-08-30 16:00:00,111.12,0.1803,0
247,2011-08-31 16:00:00,111.68,0.504,0
248,2011-09-01 16:00:00,110.6,-0.967,0
249,2011-09-02 16:00:00,107.74,-2.5859,0
250,2011-09-06 16:00:00,107.0,-0.6868,0
251,2011-09-07 16:00:00,110.02,2.8224,0
252,2011-09-08 16:00:00,108.86,-1.0544,0
253,2011-09-09 16:00:00,106.0,-2.6272,0
254,2011-09-12 16:00:00,106.76,0.717,0
255,2011-09-13 16:00:00,107.64,0.8243,0
256,2011-09-14 16:00:00,109.16,1.4121,0
257,2011-09-15 16:00:00,111.04,1.7222,0
258,2011-09-16 16:00:00,111.7,0.5944,0
259,2011-09-19 16:00:00,110.66,-0.9311,0
260,2011-09-20 16:00:00,110.48,-0.1627,0
261,2011-09-21 16:00:00,107.14,-3.0232,0
262,2011-09-22 16:00:00,103.78,-3.1361,0
263,2011-09-23 16:00:00,103.68,-0.0964,0
264,2011-09-26 16:00:00,106.2,2.4306,5
265,2011-09-27 16:00:00,107.42,1.1488,0
266,2011-09-28 16:00:00,105.28,-1.9922,0
267,2011-09-29 16:00:00,106.04,0.7219,0
268,2011-09-30 16:00:00,103.52,-2.3765,0
269,2011-10-03 16:00:00,100.34,-3.0719,0
270,2011-10-04 16:00:00,102.54,2.1925,0
271,2011-10-05 16:00:00,104.58,1.9895,0
272,2011-10-06 16:00:00,106.6,1.9315,0
273,2011-10-07 16:00:00,105.78,-0.7692,0
274,2011-10-10 16:00:00,109.36,3.3844,0
275,2011-10-11 16:00:00,109.32,-0.0366,0
276,2011-10-12 16:00:00,110.32,0.9147,0
277,2011-10-13 16:00:00,110.16,-0.145,0
278,2011-10-14 16:00:00,111.98,1.6521,0
279,2011-10-17 16:00:00,109.88,-1.8753,0
280,2011-10-18 16:00:00,112.08,2.0022,0
281,2011-10-19 16:00:00,110.68,-1.2491,0
282,2011-10-20 16:00:00,111.18,0.4518,0
283,2011-10-21 16:00:00,113.32,1.9248,0
284,2011-10-24 16:00:00,114.76,1.2707,0
285,2011-10-25 16:00:00,112.54,-1.9345,0
286,2011-10-26 16:00:00,113.62,0.9597,0
287,2011-10-27 16:00:00,117.54,3.4501,0
288,2011-10-28 16:00:00,117.66,0.1021,0
289,2011-10-31 16:00:00,114.64,-2.5667,0
290,2011-11-01 16:00:00,111.6,-2.6518,0
291,2011-11-02 16:00:00,113.36,1.5771,0
292,2011-11-03 16:00:00,115.46,1.8525,0
293,2011-11-04 16:00:00,114.8,-0.5716,0
294,2011-11-07 16:00:00,115.46,0.5749,0
295,2011-11-08 16:00:00,116.84,1.1952,0
296,2011-11-09 16:00:00,112.62,-3.6118,0
297,2011-11-10 16:00:00,113.64,0.9057,0
298,2011-11-11 16:00:00,115.86,1.9535,0
299,2011-11-14 16:00:00,114.74,-0.9667,0
300,2011-11-15 16:00:00,115.34,0.5229,0
301,2011-11-16 16:00:00,113.48,-1.6126,0
302,2011-11-17 16:00:00,111.66,-1.6038,0
303,2011-11-18 16:00:00,111.5,-0.1433,0
304,2011-11-21 16:00:00,109.5,-1.7937,0
305,2011-11-22 16:00:00,108.92,-0.5297,0
306,2011-11-23 16:00:00,106.62,-2.1116,0
307,2011-11-25 16:00:00,106.3,-0.3001,0
308,2011-11-28 16:00:00,109.48,2.9915,5
309,2011-11-29 16:00:00,109.8,0.2923,0
310,2011-11-30 16:00:00,114.3,4.0984,0
311,2011-12-01 16:00:00,114.22,-0.07,0
312,2011-12-02 16:00:00,114.16,-0.0525,0
313,2011-12-05 16:00:00,115.4,1.0862,0
314,2011-12-06 16:00:00,115.5,0.0867,0
315,2011-12-07 16:00:00,115.88,0.329,0
316,2011-12-08 16:00:00,113.38,-2.1574,0
317,2011-12-09 16:00:00,115.3,1.6934,0
318,2011-12-12 16:00:00,113.64,-1.4397,0
319,2011-12-13 16:00:00,112.56,-0.9504,0
320,2011-12-14 16:00:00,111.3,-1.1194,0
321,2011-12-15 16:00:00,111.72,0.3774,0
322,2011-12-16 16:00:00,111.8,0.0716,0
323,2011-12-19 16:00:00,110.66,-1.0197,0
324,2011-12-20 16:00:00,113.96,2.9821,0
325,2011-12-21 16:00:00,114.3,0.2984,0
326,2011-12-22 16:00:00,115.38,0.9449,0
327,2011-12-23 16:00:00,115.6,0.1907,0
328,2011-12-27 16:00:00,115.72,0.1038,0
329,2011-12-28 16:00:00,114.3,-1.2271,0
330,2011-12-29 16:00:00,115.34,0.9099,0
331,2011-12-30 16:00:00,114.9,-0.3815,0
332,2012-01-03 16:00:00,116.6,1.4795,0
333,2012-01-04 16:00:00,116.8,0.1715,0
334,2012-01-05 16:00:00,117.18,0.3253,0
335,2012-01-06 16:00:00,116.94,-0.2048,0
336,2012-01-09 16:00:00,117.12,0.1539,0
337,2012-01-10 16:00:00,118.12,0.8538,0
338,2012-01-11 16:00:00,118.24,0.1016,0
339,2012-01-12 16:00:00,118.5,0.2199,0
340,2012-01-13 16:00:00,118.0,-0.4219,0
341,2012-01-17 16:00:00,118.32,0.2712,0
342,2012-01-18 16:00:00,119.64,1.1156,0
343,2012-01-19 16:00:00,120.28,0.5349,0
344,2012-01-20 16:00:00,120.28,0.0,0
345,2012-01-23 16:00:00,120.4,0.0998,0
346,2012-01-24 16:00:00,120.22,-0.1495,0
347,2012-01-25 16:00:00,121.28,0.8817,0
348,2012-01-26 16:00:00,120.66,-0.5112,0
349,2012-01-27 16:00:00,120.5,-0.1326,0
350,2012-01-30 16:00:00,120.1,-0.332,0
351,2012-01-31 16:00:00,120.04,-0.05,0
352,2012-02-01 16:00:00,121.18,0.9497,7
353,2012-02-02 16:00:00,121.42,0.1981,0
354,2012-02-03 16:00:00,123.14,1.4166,0
355,2012-02-06 16:00:00,122.96,-0.1462,0
356,2012-02-07 16:00:00,123.34,0.309,0
357,2012-02-08 16:00:00,123.6,0.2108,0
358,2012-02-09 16:00:00,123.74,0.1133,0
359,2012-02-10 16:00:00,122.9,-0.6788,0
360,2012-02-13 16:00:00,123.84,0.7648,0
361,2012-02-14 16:00:00,123.67,-0.1373,0
362,2012-02-15 16:00:00,123.12,-0.4447,0
363,2012-02-16 16:00:00,124.46,1.0884,0
364,2012-02-17 16:00:00,124.76,0.241,0
365,2012-02-21 16:00:00,124.84,0.0641,0
366,2012-02-22 16:00:00,124.42,-0.3364,0
367,2012-02-23 16:00:00,125.02,0.4822,0
368,2012-02-24 16:00:00,125.2,0.144,0
369,2012-02-27 16:00:00,125.42,0.1757,0
370,2012-02-28 16:00:00,125.86,0.3508,0
371,2012-02-29 16:00:00,125.18,-0.5403,0
372,2012-03-01 16:00:00,126.0,0.6551,0
373,2012-03-02 16:00:00,125.66,-0.2698,0
374,2012-03-05 16:00:00,125.12,-0.4297,0
375,2012-03-06 16:00:00,123.16,-1.5665,0
376,2012-03-07 16:00:00,124.14,0.7957,0
377,2012-03-08 16:00:00,125.34,0.9667,0
378,2012-03-09 16:00:00,125.82,0.383,0
379,2012-03-12 16:00:00,125.88,0.0477,0
380,2012-03-13 16:00:00,128.14,1.7954,0
381,2012-03-14 16:00:00,128.04,-0.078,0
382,2012-03-15 16:00:00,128.7,0.5155,0
383,2012-03-16 16:00:00,128.88,0.1399,0
384,2012-03-19 16:00:00,129.42,0.419,0
385,2012-03-20 16:00:00,129.06,-0.2782,0
386,2012-03-21 16:00:00,128.86,-0.155,0
387,2012-03-22 16:00:00,127.86,-0.776,0
388,2012-03-23 16:00:00,128.36,0.3911,0
389,2012-03-26 16:00:00,129.52,0.9037,0
390,2012-03-27 16:00:00,129.16,-0.2779,0
391,2012-03-28 16:00:00,128.54,-0.48,0
392,2012-03-29 16:00:00,128.32,-0.1712,0
393,2012-03-30 16:00:00,128.74,0.3273,0
394,2012-04-02 16:00:00,129.78,0.8078,0
395,2012-04-03 16:00:00,129.28,-0.3853,0
396,2012-04-04 16:00:00,127.92,-1.052,0
397,2012-04-05 16:00:00,127.88,-0.0313,0
398,2012-04-09 16:00:00,126.46,-1.1104,0
399,2012-04-10 16:00:00,124.26,-1.7397,0
400,2012-04-11 16:00:00,125.28,0.8209,5
401,2012-04-12 16:00:00,127.0,1.3729,0
402,2012-04-13 16:00:00,125.48,-1.1969,0
403,2012-04-16 16:00:00,125.34,-0.1116,0
404,2012-04-17 16:00:00,127.26,1.5318,0
405,2012-04-18 16:00:00,126.82,-0.3457,0
406,2012-04-19 16:00:00,126.0,-0.6466,0
407,2012-04-20 16:00:00,126.2,0.1587,0
408,2012-04-23 16:00:00,125.12,-0.8558,0
409,2012-04-24 16:00:00,125.58,0.3676,0
410,2012-04-25 16:00:00,127.34,1.4015,0
411,2012-04-26 16:00:00,128.22,0.6911,0
412,2012-04-27 16:00:00,128.48,0.2028,0
413,2012-04-30 16:00:00,127.92,-0.4359,0
414,2012-05-01 16:00:00,128.76,0.6567,0
415,2012-05-02 16:00:00,128.36,-0.3107,0
416,2012-05-03 16:00:00,127.42,-0.7323,0
417,2012-05-04 16:00:00,125.34,-1.6324,0
418,2012-05-07 16:00:00,125.44,0.0798,0
419,2012-05-08 16:00:00,124.9,-0.4305,0
420,2012-05-09 16:00:00,124.2,-0.5604,0
421,2012-05-10 16:00:00,124.42,0.1771,0
422,2012-05-11 16:00:00,124.02,-0.3215,0
423,2012-05-14 16:00:00,122.7,-1.0643,0
424,2012-05-15 16:00:00,122.02,-0.5542,0
425,2012-05-16 16:00:00,121.5,-0.4262,0
426,2012-05-17 16:00:00,119.66,-1.5144,0
427,2012-05-18 16:00:00,118.72,-0.7856,0
428,2012-05-21 16:00:00,120.72,1.6846,5
429,2012-05-22 16:00:00,120.98,0.2154,0
430,2012-05-23 16:00:00,120.98,0.0,0
431,2012-05-24 16:00:00,121.2,0.1818,0
432,2012-05-25 16:00:00,120.92,-0.231,0
433,2012-05-29 16:00:00,122.3,1.1413,0
434,2012-05-30 16:00:00,120.54,-1.4391,0
435,2012-05-31 16:00:00,120.24,-0.2489,0
436,2012-06-01 16:00:00,117.3,-2.4451,0
437,2012-06-04 16:00:00,117.26,-0.0341,0
438,2012-06-05 16:00:00,117.94,0.5799,7
439,2012-06-06 16:00:00,120.76,2.391,0
440,2012-06-07 16:00:00,120.74,-0.0166,0
441,2012-06-08 16:00:00,121.74,0.8282,0
442,2012-06-11 16:00:00,120.26,-1.2157,0
443,2012-06-12 16:00:00,121.66,1.1641,0
444,2012-06-13 16:00:00,120.86,-0.6576,0
445,2012-06-14 16:00:00,122.2,1.1087,0
446,2012-06-15 16:00:00,123.28,0.8838,0
447,2012-06-18 16:00:00,123.54,0.2109,0
448,2012-06-19 16:00:00,124.8,1.0199,0
449,2012-06-20 16:00:00,124.6,-0.1603,0
450,2012-06-21 16:00:00,121.86,-2.199,0
451,2012-06-22 16:00:00,122.74,0.7221,0
452,2012-06-25 16:00:00,120.16,-2.102,0
453,2012-06-26 16:00:00,120.74,0.4827,0
454,2012-06-27 16:00:00,121.82,0.8945,0
455,2012-06-28 16:00:00,121.54,-0.2298,0
456,2012-06-29 16:00:00,124.56,2.4848,0
457,2012-07-02 16:00:00,124.9,0.273,0
458,2012-07-03 16:00:00,125.72,0.6565,0
459,2012-07-05 16:00:00,125.18,-0.4295,0
460,2012-07-06 16:00:00,124.02,-0.9267,0
461,2012-07-09 16:00:00,123.86,-0.129,0
462,2012-07-10 16:00:00,122.72,-0.9204,0
463,2012-07-11 16:00:00,122.74,0.0163,6
464,2012-07-12 16:00:00,122.1,-0.5214,0
465,2012-07-13 16:00:00,124.18,1.7035,0
466,2012-07-16 16:00:00,123.9,-0.2255,0
467,2012-07-17 16:00:00,124.78,0.7103,0
468,2012-07-18 16:00:00,125.68,0.7213,0
469,2012-07-19 16:00:00,126.0,0.2546,0
470,2012-07-20 16:00:00,124.84,-0.9206,0
471,2012-07-23 16:00:00,123.6,-0.9933,0
472,2012-07-24 16:00:00,122.62,-0.7929,0
473,2012-07-25 16:00:00,122.54,-0.0652,0
474,2012-07-26 16:00:00,124.54,1.6321,6
475,2012-07-27 16:00:00,126.94,1.9271,0
476,2012-07-30 16:00:00,126.88,-0.0473,0
477,2012-07-31 16:00:00,126.06,-0.6463,0
478,2012-08-01 16:00:00,125.92,-0.1111,0
479,2012-08-02 16:00:00,125.04,-0.6989,0
480,2012-08-03 16:00:00,127.48,1.9514,6
481,2012-08-06 16:00:00,127.82,0.2667,0
482,2012-08-07 16:00:00,128.4,0.4538,0
483,2012-08-08 16:00:00,128.54,0.109,0
484,2012-08-09 16:00:00,128.68,0.1089,0
485,2012-08-10 16:00:00,128.88,0.1554,0
486,2012-08-13 16:00:00,128.78,-0.0776,0
487,2012-08-14 16:00:00,128.84,0.0466,0
488,2012-08-15 16:00:00,128.98,0.1087,0
489,2012-08-16 16:00:00,129.86,0.6823,0
490,2012-08-17 16:00:00,130.16,0.231,0
491,2012-08-20 16:00:00,130.12,-0.0307,0
492,2012-08-21 16:00:00,129.72,-0.3074,0
493,2012-08-22 16:00:00,129.74,0.0154,0
494,2012-08-23 16:00:00,128.72,-0.7862,0
495,2012-08-24 16:00:00,129.52,0.6215,0
496,2012-08-27 16:00:00,129.52,0.0,0
497,2012-08-28 16:00:00,129.4,-0.0926,0
498,2012-08-29 16:00:00,129.52,0.0927,0
499,2012-08-30 16:00:00,128.54,-0.7566,0
500,2012-08-31 16:00:00,129.22,0.529,0
501,2012-09-04 16:00:00,128.88,-0.2631,0
502,2012-09-05 16:00:00,128.88,0.0,0
503,2012-09-06 16:00:00,131.56,2.0795,0
504,2012-09-07 16:00:00,132.1,0.4105,0
505,2012-09-10 16:00:00,131.32,-0.5905,0
506,2012-09-11 16:00:00,131.68,0.2741,0
507,2012-09-12 16:00:00,132.1,0.319,0
508,2012-09-13 16:00:00,134.2,1.5897,0
509,2012-09-14 16:00:00,134.76,0.4173,0
510,2012-09-17 16:00:00,134.36,-0.2968,0
511,2012-09-18 16:00:00,134.22,-0.1042,0
512,2012-09-19 16:00:00,134.32,0.0745,0
513,2012-09-20 16:00:00,134.3,-0.0149,0
514,2012-09-21 16:00:00,134.22,-0.0596,0
515,2012-09-24 16:00:00,133.36,-0.6407,0
516,2012-09-25 16:00:00,132.0,-1.0198,0
517,2012-09-26 16:00:00,131.16,-0.6364,0
518,2012-09-27 16:00:00,132.44,0.9759,5
519,2012-09-28 16:00:00,131.84,-0.453,0
520,2012-10-01 16:00:00,132.08,0.182,0
521,2012-10-02 16:00:00,132.26,0.1363,0
522,2012-10-03 16:00:00,132.8,0.4083,0
523,2012-10-04 16:00:00,133.82,0.7681,0
524,2012-10-05 16:00:00,133.78,-0.0299,0
525,2012-10-08 16:00:00,133.38,-0.299,0
526,2012-10-09 16:00:00,132.08,-0.9747,0
527,2012-10-10 16:00:00,131.18,-0.6814,0
528,2012-10-11 16:00:00,131.26,0.061,6
529,2012-10-12 16:00:00,130.8,-0.3504,0
