Date,Close
07.01.2011 16:00:00,"116,31"
10.01.2011 16:00:00,"116,2"
11.01.2011 16:00:00,"116,58"
12.01.2011 16:00:00,"117,62"
13.01.2011 16:00:00,"117,46"
14.01.2011 16:00:00,"118,3"
18.01.2011 16:00:00,"118,5"
19.01.2011 16:00:00,"117,32"
20.01.2011 16:00:00,"117,18"
21.01.2011 16:00:00,"117,44"
24.01.2011 16:00:00,"118,16"
25.01.2011 16:00:00,"118,12"
26.01.2011 16:00:00,"118,74"
27.01.2011 16:00:00,"118,9"
28.01.2011 16:00:00,"116,8"
31.01.2011 16:00:00,"117,7"
01.02.2011 16:00:00,"119,54"
02.02.2011 16:00:00,"119,34"
03.02.2011 16:00:00,"119,64"
04.02.2011 16:00:00,"119,96"
07.02.2011 16:00:00,"120,72"
08.02.2011 16:00:00,"121,28"
09.02.2011 16:00:00,"120,98"
10.02.2011 16:00:00,"121,02"
11.02.2011 16:00:00,"121,78"
14.02.2011 16:00:00,"122,08"
15.02.2011 16:00:00,"121,65"
16.02.2011 16:00:00,"122,42"
17.02.2011 16:00:00,"122,88"
18.02.2011 16:00:00,"123,08"
22.02.2011 16:00:00,"120,56"
23.02.2011 16:00:00,"119,88"
24.02.2011 16:00:00,"119,76"
25.02.2011 16:00:00,"121,06"
28.02.2011 16:00:00,"121,78"
01.03.2011 16:00:00,"119,7"
02.03.2011 16:00:00,"120,04"
03.03.2011 16:00:00,"122,1"
04.03.2011 16:00:00,"121,2"
07.03.2011 16:00:00,"120,14"
08.03.2011 16:00:00,"121,26"
09.03.2011 16:00:00,"121,12"
10.03.2011 16:00:00,"118,9"
11.03.2011 16:00:00,"119,7"
14.03.2011 16:00:00,119
15.03.2011 16:00:00,"117,68"
16.03.2011 16:00:00,"115,44"
17.03.2011 16:00:00,"116,88"
18.03.2011 16:00:00,"117,38"
21.03.2011 16:00:00,"119,16"
22.03.2011 16:00:00,"118,74"
23.03.2011 16:00:00,"119,12"
24.03.2011 16:00:00,"120,23"
25.03.2011 16:00:00,"120,06"
28.03.2011 16:00:00,"119,8"
29.03.2011 16:00:00,"120,58"
30.03.2011 16:00:00,"121,4"
31.03.2011 16:00:00,"121,24"
01.04.2011 16:00:00,"121,8"
04.04.2011 16:00:00,"121,86"
05.04.2011 16:00:00,"121,86"
06.04.2011 16:00:00,"122,22"
07.04.2011 16:00:00,122
08.04.2011 16:00:00,"121,54"
11.04.2011 16:00:00,"121,13"
12.04.2011 16:00:00,"120,24"
13.04.2011 16:00:00,"120,28"
14.04.2011 16:00:00,"120,3"
15.04.2011 16:00:00,"120,72"
18.04.2011 16:00:00,"119,4"
19.04.2011 16:00:00,"120,14"
20.04.2011 16:00:00,"121,76"
21.04.2011 16:00:00,"122,3"
25.04.2011 16:00:00,"122,18"
26.04.2011 16:00:00,"123,25"
27.04.2011 16:00:00,"124,04"
28.04.2011 16:00:00,"124,44"
29.04.2011 16:00:00,"124,8"
02.05.2011 16:00:00,"124,52"
03.05.2011 16:00:00,"124,12"
04.05.2011 16:00:00,"123,28"
05.05.2011 16:00:00,"122,2"
06.05.2011 16:00:00,"122,78"
09.05.2011 16:00:00,"123,28"
10.05.2011 16:00:00,"124,29"
11.05.2011 16:00:00,"122,98"
12.05.2011 16:00:00,"123,64"
13.05.2011 16:00:00,"122,57"
16.05.2011 16:00:00,"121,8"
17.05.2011 16:00:00,"121,78"
18.05.2011 16:00:00,"122,92"
19.05.2011 16:00:00,"123,08"
20.05.2011 16:00:00,"122,25"
23.05.2011 16:00:00,"120,8"
24.05.2011 16:00:00,"120,7"
25.05.2011 16:00:00,"121,1"
26.05.2011 16:00:00,"121,58"
27.05.2011 16:00:00,"122,11"
31.05.2011 16:00:00,"123,34"
01.06.2011 16:00:00,"120,6"
02.06.2011 16:00:00,"120,46"
03.06.2011 16:00:00,"119,3"
06.06.2011 16:00:00,"118,04"
07.06.2011 16:00:00,"117,88"
08.06.2011 16:00:00,"117,4"
09.06.2011 16:00:00,"118,3"
10.06.2011 16:00:00,"116,64"
13.06.2011 16:00:00,"116,72"
14.06.2011 16:00:00,"118,22"
15.06.2011 16:00:00,"116,16"
16.06.2011 16:00:00,"116,38"
17.06.2011 16:00:00,"116,7"
20.06.2011 16:00:00,"117,36"
21.06.2011 16:00:00,"118,96"
22.06.2011 16:00:00,"118,26"
23.06.2011 16:00:00,"117,86"
24.06.2011 16:00:00,116
27.06.2011 16:00:00,"116,98"
28.06.2011 16:00:00,"118,48"
29.06.2011 16:00:00,"119,54"
30.06.2011 16:00:00,"120,68"
01.07.2011 16:00:00,"122,5"
05.07.2011 16:00:00,"122,3"
06.07.2011 16:00:00,"122,48"
07.07.2011 16:00:00,"123,82"
08.07.2011 16:00:00,"122,98"
11.07.2011 16:00:00,"120,7"
12.07.2011 16:00:00,"120,16"
13.07.2011 16:00:00,"120,58"
14.07.2011 16:00:00,"119,8"
15.07.2011 16:00:00,"120,46"
18.07.2011 16:00:00,"119,44"
19.07.2011 16:00:00,"121,38"
20.07.2011 16:00:00,"121,38"
21.07.2011 16:00:00,123
22.07.2011 16:00:00,"123,1"
25.07.2011 16:00:00,"122,4"
26.07.2011 16:00:00,"121,88"
27.07.2011 16:00:00,"119,46"
28.07.2011 16:00:00,"119,12"
29.07.2011 16:00:00,"118,2"
01.08.2011 16:00:00,"117,78"
02.08.2011 16:00:00,"114,84"
03.08.2011 16:00:00,"115,42"
04.08.2011 16:00:00,"110,02"
05.08.2011 16:00:00,"109,78"
08.08.2011 16:00:00,"102,74"
09.08.2011 16:00:00,"107,34"
10.08.2011 16:00:00,"102,68"
11.08.2011 16:00:00,"107,18"
12.08.2011 16:00:00,"108,04"
15.08.2011 16:00:00,"110,26"
16.08.2011 16:00:00,"109,32"
17.08.2011 16:00:00,"109,44"
18.08.2011 16:00:00,"104,9"
19.08.2011 16:00:00,"102,9"
22.08.2011 16:00:00,"102,98"
23.08.2011 16:00:00,"106,54"
24.08.2011 16:00:00,108
25.08.2011 16:00:00,"106,38"
26.08.2011 16:00:00,"107,78"
29.08.2011 16:00:00,"110,92"
30.08.2011 16:00:00,"111,12"
31.08.2011 16:00:00,"111,68"
01.09.2011 16:00:00,"110,6"
02.09.2011 16:00:00,"107,74"
06.09.2011 16:00:00,107
07.09.2011 16:00:00,"110,02"
08.09.2011 16:00:00,"108,86"
09.09.2011 16:00:00,106
12.09.2011 16:00:00,"106,76"
13.09.2011 16:00:00,"107,64"
14.09.2011 16:00:00,"109,16"
15.09.2011 16:00:00,"111,04"
16.09.2011 16:00:00,"111,7"
19.09.2011 16:00:00,"110,66"
20.09.2011 16:00:00,"110,48"
21.09.2011 16:00:00,"107,14"
22.09.2011 16:00:00,"103,78"
23.09.2011 16:00:00,"103,68"
26.09.2011 16:00:00,"106,2"
27.09.2011 16:00:00,"107,42"
28.09.2011 16:00:00,"105,28"
29.09.2011 16:00:00,"106,04"
30.09.2011 16:00:00,"103,52"
03.10.2011 16:00:00,"100,34"
04.10.2011 16:00:00,"102,54"
05.10.2011 16:00:00,"104,58"
06.10.2011 16:00:00,"106,6"
07.10.2011 16:00:00,"105,78"
10.10.2011 16:00:00,"109,36"
11.10.2011 16:00:00,"109,32"
12.10.2011 16:00:00,"110,32"
13.10.2011 16:00:00,"110,16"
14.10.2011 16:00:00,"111,98"
17.10.2011 16:00:00,"109,88"
18.10.2011 16:00:00,"112,08"
19.10.2011 16:00:00,"110,68"
20.10.2011 16:00:00,"111,18"
21.10.2011 16:00:00,"113,32"
24.10.2011 16:00:00,"114,76"
25.10.2011 16:00:00,"112,54"
26.10.2011 16:00:00,"113,62"
27.10.2011 16:00:00,"117,54"
28.10.2011 16:00:00,"117,66"
31.10.2011 16:00:00,"114,64"
01.11.2011 16:00:00,"111,6"
02.11.2011 16:00:00,"113,36"
03.11.2011 16:00:00,"115,46"
04.11.2011 16:00:00,"114,8"
07.11.2011 16:00:00,"115,46"
08.11.2011 16:00:00,"116,84"
09.11.2011 16:00:00,"112,62"
10.11.2011 16:00:00,"113,64"
11.11.2011 16:00:00,"115,86"
14.11.2011 16:00:00,"114,74"
15.11.2011 16:00:00,"115,34"
16.11.2011 16:00:00,"113,48"
17.11.2011 16:00:00,"111,66"
18.11.2011 16:00:00,"111,5"
21.11.2011 16:00:00,"109,5"
22.11.2011 16:00:00,"108,92"
23.11.2011 16:00:00,"106,62"
25.11.2011 16:00:00,"106,3"
28.11.2011 16:00:00,"109,48"
29.11.2011 16:00:00,"109,8"
30.11.2011 16:00:00,"114,3"
01.12.2011 16:00:00,"114,22"
02.12.2011 16:00:00,"114,16"
05.12.2011 16:00:00,"115,4"
06.12.2011 16:00:00,"115,5"
07.12.2011 16:00:00,"115,88"
08.12.2011 16:00:00,"113,38"
09.12.2011 16:00:00,"115,3"
12.12.2011 16:00:00,"113,64"
13.12.2011 16:00:00,"112,56"
14.12.2011 16:00:00,"111,3"
15.12.2011 16:00:00,"111,72"
16.12.2011 16:00:00,"111,8"
19.12.2011 16:00:00,"110,66"
20.12.2011 16:00:00,"113,96"
21.12.2011 16:00:00,"114,3"
22.12.2011 16:00:00,"115,38"
23.12.2011 16:00:00,"115,6"
27.12.2011 16:00:00,"115,72"
28.12.2011 16:00:00,"114,3"
29.12.2011 16:00:00,"115,34"
30.12.2011 16:00:00,"114,9"
03.01.2012 16:00:00,"116,6"
04.01.2012 16:00:00,"116,8"
05.01.2012 16:00:00,"117,18"
06.01.2012 16:00:00,"116,94"
09.01.2012 16:00:00,"117,12"
10.01.2012 16:00:00,"118,12"
11.01.2012 16:00:00,"118,24"
12.01.2012 16:00:00,"118,5"
13.01.2012 16:00:00,118
17.01.2012 16:00:00,"118,32"
18.01.2012 16:00:00,"119,64"
19.01.2012 16:00:00,"120,28"
20.01.2012 16:00:00,"120,28"
23.01.2012 16:00:00,"120,4"
24.01.2012 16:00:00,"120,22"
25.01.2012 16:00:00,"121,28"
26.01.2012 16:00:00,"120,66"
27.01.2012 16:00:00,"120,5"
30.01.2012 16:00:00,"120,1"
31.01.2012 16:00:00,"120,04"
01.02.2012 16:00:00,"121,18"
02.02.2012 16:00:00,"121,42"
03.02.2012 16:00:00,"123,14"
06.02.2012 16:00:00,"122,96"
07.02.2012 16:00:00,"123,34"
08.02.2012 16:00:00,"123,6"
09.02.2012 16:00:00,"123,74"
10.02.2012 16:00:00,"122,9"
13.02.2012 16:00:00,"123,84"
14.02.2012 16:00:00,"123,67"
15.02.2012 16:00:00,"123,12"
16.02.2012 16:00:00,"124,46"
17.02.2012 16:00:00,"124,76"
21.02.2012 16:00:00,"124,84"
22.02.2012 16:00:00,"124,42"
23.02.2012 16:00:00,"125,02"
24.02.2012 16:00:00,"125,2"
27.02.2012 16:00:00,"125,42"
28.02.2012 16:00:00,"125,86"
29.02.2012 16:00:00,"125,18"
01.03.2012 16:00:00,126
02.03.2012 16:00:00,"125,66"
05.03.2012 16:00:00,"125,12"
06.03.2012 16:00:00,"123,16"
07.03.2012 16:00:00,"124,14"
08.03.2012 16:00:00,"125,34"
09.03.2012 16:00:00,"125,82"
12.03.2012 16:00:00,"125,88"
13.03.2012 16:00:00,"128,14"
14.03.2012 16:00:00,"128,04"
15.03.2012 16:00:00,"128,7"
16.03.2012 16:00:00,"128,88"
19.03.2012 16:00:00,"129,42"
20.03.2012 16:00:00,"129,06"
21.03.2012 16:00:00,"128,86"
22.03.2012 16:00:00,"127,86"
23.03.2012 16:00:00,"128,36"
26.03.2012 16:00:00,"129,52"
27.03.2012 16:00:00,"129,16"
28.03.2012 16:00:00,"128,54"
29.03.2012 16:00:00,"128,32"
30.03.2012 16:00:00,"128,74"
02.04.2012 16:00:00,"129,78"
03.04.2012 16:00:00,"129,28"
04.04.2012 16:00:00,"127,92"
05.04.2012 16:00:00,"127,88"
09.04.2012 16:00:00,"126,46"
10.04.2012 16:00:00,"124,26"
11.04.2012 16:00:00,"125,28"
12.04.2012 16:00:00,127
13.04.2012 16:00:00,"125,48"
16.04.2012 16:00:00,"125,34"
17.04.2012 16:00:00,"127,26"
18.04.2012 16:00:00,"126,82"
19.04.2012 16:00:00,126
20.04.2012 16:00:00,"126,2"
23.04.2012 16:00:00,"125,12"
24.04.2012 16:00:00,"125,58"
25.04.2012 16:00:00,"127,34"
26.04.2012 16:00:00,"128,22"
27.04.2012 16:00:00,"128,48"
30.04.2012 16:00:00,"127,92"
01.05.2012 16:00:00,"128,76"
02.05.2012 16:00:00,"128,36"
03.05.2012 16:00:00,"127,42"
04.05.2012 16:00:00,"125,34"
07.05.2012 16:00:00,"125,44"
08.05.2012 16:00:00,"124,9"
09.05.2012 16:00:00,"124,2"
10.05.2012 16:00:00,"124,42"
11.05.2012 16:00:00,"124,02"
14.05.2012 16:00:00,"122,7"
15.05.2012 16:00:00,"122,02"
16.05.2012 16:00:00,"121,5"
17.05.2012 16:00:00,"119,66"
18.05.2012 16:00:00,"118,72"
21.05.2012 16:00:00,"120,72"
22.05.2012 16:00:00,"120,98"
23.05.2012 16:00:00,"120,98"
24.05.2012 16:00:00,"121,2"
25.05.2012 16:00:00,"120,92"
29.05.2012 16:00:00,"122,3"
30.05.2012 16:00:00,"120,54"
31.05.2012 16:00:00,"120,24"
01.06.2012 16:00:00,"117,3"
04.06.2012 16:00:00,"117,26"
05.06.2012 16:00:00,"117,94"
06.06.2012 16:00:00,"120,76"
07.06.2012 16:00:00,"120,74"
08.06.2012 16:00:00,"121,74"
11.06.2012 16:00:00,"120,26"
12.06.2012 16:00:00,"121,66"
13.06.2012 16:00:00,"120,86"
14.06.2012 16:00:00,"122,2"
15.06.2012 16:00:00,"123,28"
18.06.2012 16:00:00,"123,54"
19.06.2012 16:00:00,"124,8"
20.06.2012 16:00:00,"124,6"
21.06.2012 16:00:00,"121,86"
22.06.2012 16:00:00,"122,74"
25.06.2012 16:00:00,"120,16"
26.06.2012 16:00:00,"120,74"
27.06.2012 16:00:00,"121,82"
28.06.2012 16:00:00,"121,54"
29.06.2012 16:00:00,"124,56"
02.07.2012 16:00:00,"124,9"
03.07.2012 16:00:00,"125,72"
05.07.2012 16:00:00,"125,18"
06.07.2012 16:00:00,"124,02"
09.07.2012 16:00:00,"123,86"
10.07.2012 16:00:00,"122,72"
11.07.2012 16:00:00,"122,74"
12.07.2012 16:00:00,"122,1"
13.07.2012 16:00:00,"124,18"
16.07.2012 16:00:00,"123,9"
17.07.2012 16:00:00,"124,78"
18.07.2012 16:00:00,"125,68"
19.07.2012 16:00:00,126
20.07.2012 16:00:00,"124,84"
23.07.2012 16:00:00,"123,6"
24.07.2012 16:00:00,"122,62"
25.07.2012 16:00:00,"122,54"
26.07.2012 16:00:00,"124,54"
27.07.2012 16:00:00,"126,94"
30.07.2012 16:00:00,"126,88"
31.07.2012 16:00:00,"126,06"
01.08.2012 16:00:00,"125,92"
02.08.2012 16:00:00,"125,04"
03.08.2012 16:00:00,"127,48"
06.08.2012 16:00:00,"127,82"
07.08.2012 16:00:00,"128,4"
08.08.2012 16:00:00,"128,54"
09.08.2012 16:00:00,"128,68"
10.08.2012 16:00:00,"128,88"
13.08.2012 16:00:00,"128,78"
14.08.2012 16:00:00,"128,84"
15.08.2012 16:00:00,"128,98"
16.08.2012 16:00:00,"129,86"
17.08.2012 16:00:00,"130,16"
20.08.2012 16:00:00,"130,12"
21.08.2012 16:00:00,"129,72"
22.08.2012 16:00:00,"129,74"
23.08.2012 16:00:00,"128,72"
24.08.2012 16:00:00,"129,52"
27.08.2012 16:00:00,"129,52"
28.08.2012 16:00:00,"129,4"
29.08.2012 16:00:00,"129,52"
30.08.2012 16:00:00,"128,54"
31.08.2012 16:00:00,"129,22"
04.09.2012 16:00:00,"128,88"
05.09.2012 16:00:00,"128,88"
06.09.2012 16:00:00,"131,56"
07.09.2012 16:00:00,"132,1"
10.09.2012 16:00:00,"131,32"
11.09.2012 16:00:00,"131,68"
12.09.2012 16:00:00,"132,1"
13.09.2012 16:00:00,"134,2"
14.09.2012 16:00:00,"134,76"
17.09.2012 16:00:00,"134,36"
18.09.2012 16:00:00,"134,22"
19.09.2012 16:00:00,"134,32"
20.09.2012 16:00:00,"134,3"
21.09.2012 16:00:00,"134,22"
24.09.2012 16:00:00,"133,36"
25.09.2012 16:00:00,132
26.09.2012 16:00:00,"131,16"
27.09.2012 16:00:00,"132,44"
28.09.2012 16:00:00,"131,84"
01.10.2012 16:00:00,"132,08"
02.10.2012 16:00:00,"132,26"
03.10.2012 16:00:00,"132,8"
04.10.2012 16:00:00,"133,82"
05.10.2012 16:00:00,"133,78"
08.10.2012 16:00:00,"133,38"
09.10.2012 16:00:00,"132,08"
10.10.2012 16:00:00,"131,18"
11.10.2012 16:00:00,"131,26"
12.10.2012 16:00:00,"130,8"
15.10.2012 16:00:00,"131,9"
16.10.2012 16:00:00,"133,24"
17.10.2012 16:00:00,"133,86"
18.10.2012 16:00:00,"133,52"
19.10.2012 16:00:00,"131,24"
22.10.2012 16:00:00,"131,32"
23.10.2012 16:00:00,"129,4"
24.10.2012 16:00:00,"129,12"
25.10.2012 16:00:00,"129,48"
26.10.2012 16:00:00,"129,38"
31.10.2012 16:00:00,"129,26"
01.11.2012 16:00:00,"130,78"
02.11.2012 16:00:00,"129,6"
05.11.2012 16:00:00,"129,9"
06.11.2012 16:00:00,"130,86"
07.11.2012 16:00:00,128
08.11.2012 16:00:00,"126,3"
09.11.2012 16:00:00,"126,44"
12.11.2012 16:00:00,"126,62"
13.11.2012 16:00:00,"126,16"
14.11.2012 16:00:00,"124,62"
15.11.2012 16:00:00,"124,14"
16.11.2012 16:00:00,"124,78"
19.11.2012 16:00:00,"127,32"
20.11.2012 16:00:00,"127,46"
21.11.2012 16:00:00,"127,74"
23.11.2012 16:00:00,"129,36"
26.11.2012 16:00:00,"129,2"
27.11.2012 16:00:00,"128,58"
28.11.2012 16:00:00,"129,54"
29.11.2012 16:00:00,"130,12"
30.11.2012 16:00:00,130
03.12.2012 16:00:00,"129,54"
04.12.2012 16:00:00,"129,3"
05.12.2012 16:00:00,"129,58"
06.12.2012 16:00:00,"129,98"
07.12.2012 16:00:00,"130,38"
10.12.2012 16:00:00,"130,46"
11.12.2012 16:00:00,"131,3"
12.12.2012 16:00:00,"131,4"
13.12.2012 16:00:00,"130,6"
14.12.2012 16:00:00,"130,18"
17.12.2012 16:00:00,"131,74"
18.12.2012 16:00:00,"133,08"
19.12.2012 16:00:00,"132,1"
20.12.2012 16:00:00,"132,92"
21.12.2012 16:00:00,"131,68"
24.12.2012 16:00:00,"130,36"
26.12.2012 16:00:00,"129,74"
27.12.2012 16:00:00,"129,62"
28.12.2012 16:00:00,"128,18"
31.12.2012 16:00:00,"130,38"
02.01.2013 16:00:00,"133,6"
03.01.2013 16:00:00,"133,48"
04.01.2013 16:00:00,"134,04"
07.01.2013 16:00:00,"133,68"
08.01.2013 16:00:00,"133,28"
09.01.2013 16:00:00,"133,68"
10.01.2013 16:00:00,"134,66"
11.01.2013 16:00:00,"134,72"
14.01.2013 16:00:00,"134,6"
15.01.2013 16:00:00,"134,66"
16.01.2013 16:00:00,"134,66"
17.01.2013 16:00:00,"135,49"
18.01.2013 16:00:00,"135,88"
22.01.2013 16:00:00,"136,54"
23.01.2013 16:00:00,"136,74"
24.01.2013 16:00:00,"136,82"
25.01.2013 16:00:00,"137,58"
28.01.2013 16:00:00,"137,42"
29.01.2013 16:00:00,"137,98"
30.01.2013 16:00:00,"137,44"
31.01.2013 16:00:00,"137,12"
01.02.2013 16:00:00,"138,44"
04.02.2013 16:00:00,"136,92"
05.02.2013 16:00:00,"138,32"
06.02.2013 16:00:00,"138,44"
07.02.2013 16:00:00,"138,26"
08.02.2013 16:00:00,"139,02"
11.02.2013 16:00:00,"138,96"
12.02.2013 16:00:00,"139,18"
13.02.2013 16:00:00,"139,3"
14.02.2013 16:00:00,"139,5"
15.02.2013 16:00:00,"139,32"
19.02.2013 16:00:00,"140,28"
20.02.2013 16:00:00,"138,54"
21.02.2013 16:00:00,"137,88"
22.02.2013 16:00:00,"139,08"
25.02.2013 16:00:00,"136,46"
26.02.2013 16:00:00,"137,38"
27.02.2013 16:00:00,"139,1"
28.02.2013 16:00:00,"138,94"
01.03.2013 16:00:00,"139,3"
04.03.2013 16:00:00,"140,08"
05.03.2013 16:00:00,"141,28"
06.03.2013 16:00:00,"141,54"
07.03.2013 16:00:00,"141,8"
08.03.2013 16:00:00,"142,36"
11.03.2013 16:00:00,"142,88"
12.03.2013 16:00:00,"142,56"
13.03.2013 16:00:00,"142,76"
14.03.2013 16:00:00,"143,52"
15.03.2013 16:00:00,"143,32"
18.03.2013 16:00:00,"142,54"
19.03.2013 16:00:00,"142,2"
20.03.2013 16:00:00,"143,18"
21.03.2013 16:00:00,"142,02"
22.03.2013 16:00:00,"142,38"
25.03.2013 16:00:00,"141,98"
26.03.2013 16:00:00,"143,04"
27.03.2013 16:00:00,"142,96"
28.03.2013 16:00:00,"143,28"
01.04.2013 16:00:00,"142,88"
02.04.2013 16:00:00,"143,58"
03.04.2013 16:00:00,"142,14"
04.04.2013 16:00:00,"142,7"
05.04.2013 16:00:00,"142,14"
08.04.2013 16:00:00,"143,02"
09.04.2013 16:00:00,"143,54"
10.04.2013 16:00:00,"145,3"
11.04.2013 16:00:00,"145,78"
12.04.2013 16:00:00,"145,46"
15.04.2013 16:00:00,"142,14"
16.04.2013 16:00:00,"144,14"
17.04.2013 16:00:00,"142,02"
18.04.2013 16:00:00,"140,86"
19.04.2013 16:00:00,"142,36"
22.04.2013 16:00:00,143
23.04.2013 16:00:00,"144,52"
24.04.2013 16:00:00,"144,56"
25.04.2013 16:00:00,"145,2"
26.04.2013 16:00:00,"144,88"
29.04.2013 16:00:00,"145,82"
30.04.2013 16:00:00,"146,28"
01.05.2013 16:00:00,"144,96"
02.05.2013 16:00:00,"146,26"
03.05.2013 16:00:00,"147,64"
06.05.2013 16:00:00,"148,1"
07.05.2013 16:00:00,"148,86"
08.05.2013 16:00:00,"149,64"
09.05.2013 16:00:00,"149,2"
10.05.2013 16:00:00,"149,72"
13.05.2013 16:00:00,"149,7"
14.05.2013 16:00:00,"151,28"
15.05.2013 16:00:00,"152,14"
16.05.2013 16:00:00,"151,44"
17.05.2013 16:00:00,"152,88"
20.05.2013 16:00:00,"152,88"
21.05.2013 16:00:00,"153,08"
22.05.2013 16:00:00,"152,06"
23.05.2013 16:00:00,"151,52"
24.05.2013 16:00:00,"151,32"
28.05.2013 16:00:00,"152,4"
29.05.2013 16:00:00,"151,24"
30.05.2013 16:00:00,"151,9"
31.05.2013 16:00:00,"149,68"
03.06.2013 16:00:00,"150,46"
04.06.2013 16:00:00,150
05.06.2013 16:00:00,"147,7"
06.06.2013 16:00:00,"148,86"
07.06.2013 16:00:00,"150,94"
10.06.2013 16:00:00,"150,88"
11.06.2013 16:00:00,"149,34"
12.06.2013 16:00:00,"148,18"
13.06.2013 16:00:00,"150,32"
14.06.2013 16:00:00,"149,4"
17.06.2013 16:00:00,"150,6"
18.06.2013 16:00:00,"151,76"
19.06.2013 16:00:00,"149,74"
20.06.2013 16:00:00,"145,94"
21.06.2013 16:00:00,"146,4"
24.06.2013 16:00:00,"143,82"
25.06.2013 16:00:00,"145,26"
26.06.2013 16:00:00,"146,62"
27.06.2013 16:00:00,"147,6"
28.06.2013 16:00:00,"146,68"
01.07.2013 16:00:00,"147,78"
02.07.2013 16:00:00,"147,56"
03.07.2013 16:00:00,"147,7"
05.07.2013 16:00:00,"149,34"
08.07.2013 16:00:00,"150,12"
09.07.2013 16:00:00,"151,26"
10.07.2013 16:00:00,"151,3"
11.07.2013 16:00:00,"153,44"
12.07.2013 16:00:00,"153,48"
15.07.2013 16:00:00,"154,04"
16.07.2013 16:00:00,"153,46"
17.07.2013 16:00:00,"153,84"
18.07.2013 16:00:00,"154,72"
19.07.2013 16:00:00,155
22.07.2013 16:00:00,"155,28"
23.07.2013 16:00:00,"154,96"
24.07.2013 16:00:00,"154,38"
25.07.2013 16:00:00,"154,66"
26.07.2013 16:00:00,"154,86"
29.07.2013 16:00:00,"154,41"
30.07.2013 16:00:00,"154,42"
31.07.2013 16:00:00,"154,46"
01.08.2013 16:00:00,"156,34"
02.08.2013 16:00:00,"156,58"
05.08.2013 16:00:00,"156,48"
06.08.2013 16:00:00,"155,54"
07.08.2013 16:00:00,155
08.08.2013 16:00:00,"155,54"
09.08.2013 16:00:00,"155,1"
12.08.2013 16:00:00,"154,9"
13.08.2013 16:00:00,"155,5"
14.08.2013 16:00:00,"154,62"
15.08.2013 16:00:00,"152,36"
16.08.2013 16:00:00,"151,92"
